SYSTEM,RANK,FAMILY,NAME,SPECIES,RIS_BINOMIAL,AUTHORITY,FOREWING_LB,FOREWING_UB,EXCLUDE_FROM_FINAL
6325,Species,Noctuidae,Orthosia gothica,Orthosia gothica,Orthosia gothica,"(Linnaeus, 1758)",15,17,N
6328,Species,Noctuidae,Anorthoa munda,Anorthoa munda,Anorthoa munda,"([Denis & Schiffermüller], 1775)",17,20,N
6331,Species,Noctuidae,Egira conspicillaris,Egira conspicillaris,Egira conspicillaris,"(Linnaeus, 1758)",16,18,N
6335,Species,Noctuidae,Tholera cespitis,Tholera cespitis,Tholera cespitis,"([Denis & Schiffermüller], 1775)",15,19,N
6337,Species,Noctuidae,Tholera decimalis,Tholera decimalis,Tholera decimalis,"(Poda, 1761)",16,22,N
6340,Species,Noctuidae,Cerapteryx graminis,Cerapteryx graminis,Cerapteryx graminis,"(Linnaeus, 1758)",12,17,N
6345,Species,Noctuidae,Anarta trifolii,Anarta trifolii,Discestra trifolii,"(Hufnagel, 1766)",14,18,N
6347,Species,Noctuidae,Anarta melanopa,Anarta melanopa,Anarta melanopa,"(Thunberg, 1791)",11,13,N
6350,Species,Noctuidae,Anarta myrtilli,Anarta myrtilli,Anarta myrtilli,"(Linnaeus, 1761)",10,12,N
6353,Species,Noctuidae,Coranarta cordigera,Coranarta cordigera,Coranarta cordigera,"(Thunberg, 1788)",10,12,N
6356,Species,Noctuidae,Polia bombycina,Polia bombycina,Polia bombycina,"(Hufnagel, 1766)",19,23,N
6360,Species,Noctuidae,Polia hepatica,Polia hepatica,Polia hepatica,"(Clerck, 1759)",21,25,N
6365,Species,Noctuidae,Polia nebulosa,Polia nebulosa,Polia nebulosa,"(Hufnagel, 1766)",21,26,N
6368,Subspecies,Noctuidae,Pachetra sagittigera sagittigera,Pachetra sagittigera,Pachetra sagittigera,"(Hufnagel, 1766)",17,20,N
6370,Subspecies,Noctuidae,Pachetra sagittigera britannica,Pachetra sagittigera,Pachetra sagittigera,"Turner, 1933",17,20,N
6374,Species,Noctuidae,Lacanobia w-latinum,Lacanobia w-latinum,Lacanobia w-latinum,"(Hufnagel, 1766)",18,21,N
6378,Species,Noctuidae,Lacanobia thalassina,Lacanobia thalassina,Lacanobia thalassina,"(Hufnagel, 1766)",16,20,N
6380,Species,Noctuidae,Lacanobia contigua,Lacanobia contigua,Lacanobia contigua,"([Denis & Schiffermüller], 1775)",16,19,N
6382,Species,Noctuidae,Lacanobia suasa,Lacanobia suasa,Lacanobia suasa,"([Denis & Schiffermüller], 1775)",15,20,N
6386,Species,Noctuidae,Lacanobia oleracea,Lacanobia oleracea,Lacanobia oleracea,"(Linnaeus, 1758)",14,19,N
6388,Species,Noctuidae,Lacanobia splendens,Lacanobia splendens,Lacanobia splendens,"(Hübner, [1808])",16,18,N
6390,Species,Noctuidae,Lacanobia blenna,Lacanobia blenna,Lacanobia blenna,"(Hübner, [1824])",15,17,N
6394,Species,Noctuidae,Melanchra persicariae,Melanchra persicariae,Melanchra persicariae,"(Linnaeus, 1761)",16,21,N
6397,Species,Noctuidae,Ceramica pisi,Ceramica pisi,Ceramica pisi,"(Linnaeus, 1758)",16,20,N
6400,Species,Noctuidae,Papestra biren,Papestra biren,Papestra biren,"(Goeze, 1781)",15,18,N
6405,Species,Noctuidae,Hada plebeja,Hada plebeja,Hada plebeja,"(Linnaeus, 1761)",14,17,N
6410,Species,Noctuidae,Mamestra brassicae,Mamestra brassicae,Mamestra brassicae,"(Linnaeus, 1758)",14,22,N
6414,Species,Noctuidae,Sideridis turbida,Sideridis turbida,Sideridis turbida,"(Esper, 1790)",17,20,N
6418,Species,Noctuidae,Sideridis rivularis,Sideridis rivularis,Sideridis rivularis,"(Fabricius, 1775)",14,16,N
6422,Subspecies,Noctuidae,Sideridis reticulata reticulata,Sideridis reticulata,Sideridis reticulata,"(Goeze, 1781)",17,19,N
6425,Subspecies,Noctuidae,Sideridis reticulata marginosa,Sideridis reticulata,Sideridis reticulata,"(Haworth, 1809)",17,19,N
6427,Subspecies,Noctuidae,Sideridis reticulata hibernica,Sideridis reticulata,Sideridis reticulata,"(Cockayne, 1944)",17,19,N
6430,Subspecies,Noctuidae,Conisania andalusica andalusica,Conisania andalusica,Conisania andalusica,"(Staudinger, 1859)",15,19,N
6432,Subspecies,Noctuidae,Conisania andalusica barrettii,Conisania andalusica,Conisania andalusica,"(Doubleday, 1864)",15,19,N
6435,Species,Noctuidae,Hecatera bicolorata,Hecatera bicolorata,Hecatera bicolorata,"(Hufnagel, 1766)",13,15,N
6438,Species,Noctuidae,Hecatera dysodea,Hecatera dysodea,Hecatera dysodea,"([Denis & Schiffermüller], 1775)",14,15,N
6443,Species,Noctuidae,Hadena bicruris,Hadena bicruris,Hadena bicruris,"(Hufnagel, 1766)",14,17,N
6446,Species,Noctuidae,Hadena compta,Hadena compta,Hadena compta,"([Denis & Schiffermüller], 1775)",13,15,N
6448,Species,Noctuidae,Hadena confusa,Hadena confusa,Hadena confusa,"(Hufnagel, 1766)",14,16,N
6452,Species,Noctuidae,Hadena albimacula,Hadena albimacula,Hadena albimacula,"(Borkhausen, 1792)",15,17,N
6454,Subspecies,Noctuidae,Hadena caesia caesia,Hadena caesia,Hadena caesia,"([Denis & Schiffermüller], 1775)",15,17,N
6455,Subspecies,Noctuidae,Hadena caesia mananii,Hadena caesia,Hadena caesia,"(Gregson, 1866)",15,17,N
6458,Subspecies,Noctuidae,Hadena perplexa perplexa,Hadena perplexa,Hadena perplexa,"([Denis & Schiffermüller], 1775)",13,15,N
6461,Subspecies,Noctuidae,Hadena perplexa capsophila,Hadena perplexa,Hadena perplexa,"(Duponchel, 1842)",13,15,N
6463,Species,Noctuidae,Hadena irregularis,Hadena irregularis,Hadena irregularis,"(Hufnagel, 1766)",14,15,N
6468,Species,Noctuidae,Mythimna turca,Mythimna turca,Mythimna turca,"(Linnaeus, 1761)",18,23,N
6470,Species,Noctuidae,Mythimna pudorina,Mythimna pudorina,Mythimna pudorina,"([Denis & Schiffermüller], 1775)",16,19,N
6473,Species,Noctuidae,Mythimna conigera,Mythimna conigera,Mythimna conigera,"([Denis & Schiffermüller], 1775)",15,17,N
6475,Species,Noctuidae,Mythimna pallens,Mythimna pallens,Mythimna pallens,"(Linnaeus, 1758)",14,17,N
6477,Species,Noctuidae,Mythimna favicolor,Mythimna favicolor,Mythimna favicolor,"(Barrett, 1896)",16,18,N
6479,Species,Noctuidae,Mythimna impura,Mythimna impura,Mythimna impura,"(Hübner, [1808])",14,18,N
6481,Species,Noctuidae,Mythimna straminea,Mythimna straminea,Mythimna straminea,"(Treitschke, 1825)",14,18,N
6483,Species,Noctuidae,Mythimna vitellina,Mythimna vitellina,Mythimna vitellina,"(Hübner, [1808])",12,14,N
6486,Species,Noctuidae,Mythimna unipuncta,Mythimna unipuncta,Mythimna unipuncta,"(Haworth, 1809)",18,21,N
6489,Species,Noctuidae,Mythimna albipuncta,Mythimna albipuncta,Mythimna albipuncta,"([Denis & Schiffermüller], 1775)",14,17,N
6491,Species,Noctuidae,Mythimna ferrago,Mythimna ferrago,Mythimna (Hyphilare) ferrago,"(Fabricius, 1787)",15,18,N
6496,Species,Noctuidae,Mythimna litoralis,Mythimna litoralis,Mythimna litoralis,"(Curtis, 1827)",15,18,N
6498,Species,Noctuidae,Mythimna l-album,Mythimna l-album,Mythimna l-album,"(Linnaeus, 1767)",15,16,N
6502,Species,Noctuidae,Leucania comma,Leucania comma,Mythimna comma,"(Linnaeus, 1761)",16,19,N
6504,Species,Noctuidae,Leucania obsoleta,Leucania obsoleta,Leucania obsoleta,"(Hübner, [1803])",15,18,N
6506,Species,Noctuidae,Leucania putrescens,Leucania putrescens,Leucania putrescens,"(Hübner, [1824])",14,17,N
6509,Species,Noctuidae,Leucania loreyi,Leucania loreyi,Leucania loreyi,"(Duponchel, 1827)",16,17,N
6512,Species,Noctuidae,Senta flammea,Senta flammea,Senta flammea,"(Curtis, 1828)",14,18,N
6516,Species,Noctuidae,Eriopygodes imbecilla,Eriopygodes imbecilla,Eriopygodes imbecilla,"(Fabricius, 1794)",10,13,N
6521,Species,Noctuidae,Peridroma saucia,Peridroma saucia,Peridroma saucia,"(Hübner, [1808])",19,23,N
6526,Species,Noctuidae,Actebia praecox,Actebia praecox,Actebia praecox,"(Linnaeus, 1758)",17,21,N
6528,Species,Noctuidae,Actebia fennica,Actebia fennica,Actebia fennica,"(Tauscher, 1806)",16,18,N
6532,Species,Noctuidae,Dichagyris flammatra,Dichagyris flammatra,Dichagyris flammatra,"([Denis & Schiffermüller], 1775)",19,21,N
6536,Species,Noctuidae,Euxoa cursoria,Euxoa cursoria,Euxoa cursoria,"(Hufnagel, 1766)",14,18,N
6538,Subspecies,Noctuidae,Euxoa obelisca obelisca,Euxoa obelisca,Euxoa obelisca,"([Denis & Schiffermüller], 1775)",14,18,N
6539,Subspecies,Noctuidae,Euxoa obelisca grisea,Euxoa obelisca,Euxoa obelisca,"(Tutt, 1902)",14,18,N
6541,Species,Noctuidae,Euxoa tritici,Euxoa tritici,Euxoa tritici,"(Linnaeus, 1761)",13,17,N
6546,Species,Noctuidae,Euxoa nigricans,Euxoa nigricans,Euxoa nigricans,"(Linnaeus, 1761)",15,18,N
6549,Species,Noctuidae,Agrotis bigramma,Agrotis bigramma,Agrotis bigramma,"(Esper, 1790)",16,20,N
6552,Species,Noctuidae,Agrotis cinerea,Agrotis cinerea,Agrotis cinerea,"([Denis & Schiffermüller], 1775)",13,17,N
6554,Species,Noctuidae,Agrotis exclamationis,Agrotis exclamationis,Agrotis exclamationis,"(Linnaeus, 1758)",15,19,N
6556,Species,Noctuidae,Agrotis graslini,Agrotis graslini,Agrotis graslini,"Rambur, 1848",15,20,N
6558,Species,Noctuidae,Agrotis segetum,Agrotis segetum,Agrotis segetum,"([Denis & Schiffermüller], 1775)",16,21,N
6560,Species,Noctuidae,Agrotis clavis,Agrotis clavis,Agrotis clavis,"(Hufnagel, 1766)",14,18,N
6563,Species,Noctuidae,Agrotis herzogi,Agrotis herzogi,Agrotis herzogi,"Rebel, 1911",15,17,N
6565,Species,Noctuidae,Agrotis vestigialis,Agrotis vestigialis,Agrotis vestigialis,"(Hufnagel, 1766)",14,18,N
6567,Species,Noctuidae,Agrotis ripae,Agrotis ripae,Agrotis ripae,"(Hübner, [1823])",14,18,N
6569,Subspecies,Noctuidae,Agrotis trux trux,Agrotis trux,Agrotis trux,"(Hübner, [1824])",16,19,N
6570,Subspecies,Noctuidae,Agrotis trux lunigera,Agrotis trux,Agrotis trux,"Stephens, 1829",16,19,N
6572,Subspecies,Noctuidae,Agrotis puta puta,Agrotis puta,Agrotis puta,"(Hübner, [1803])",12,16,N
6574,Subspecies,Noctuidae,Agrotis puta insula,Agrotis puta,Agrotis puta,"Richardson, 1958",12,16,N
6575,Species,Noctuidae,Agrotis catalaunensis,Agrotis catalaunensis,Agrotis catalaunensis,"(Millière, 1873)",15,16,N
6578,Species,Noctuidae,Agrotis ipsilon,Agrotis ipsilon,Agrotis ipsilon,"(Hufnagel, 1766)",15,25,N
6582,Species,Noctuidae,Axylia putris,Axylia putris,Axylia putris,"(Linnaeus, 1761)",14,16,N
6585,Species,Noctuidae,Ochropleura plecta,Ochropleura plecta,Ochropleura plecta,"(Linnaeus, 1761)",12,15,N
6587,Species,Noctuidae,Ochropleura leucogaster,Ochropleura leucogaster,Ochropleura leucogaster,"(Freyer, [1831])",13,16,N
6590,Species,Noctuidae,Diarsia dahlii,Diarsia dahlii,Diarsia dahlii,"(Hübner, [1813])",15,18,N
6592,Species,Noctuidae,Diarsia brunnea,Diarsia brunnea,Diarsia brunnea,"([Denis & Schiffermüller], 1775)",16,20,N
6594,Subspecies,Noctuidae,Diarsia mendica mendica,Diarsia mendica,Diarsia mendica,"(Fabricius, 1775)",13,17,N
6599,Subspecies,Noctuidae,Diarsia mendica thulei,Diarsia mendica,Diarsia mendica,"(Staudinger, 1891)",13,17,N
6600,Subspecies,Noctuidae,Diarsia mendica orkneyensis,Diarsia mendica,Diarsia mendica,"(Bytinski-Salz, 1939)",13,17,N
6601,Species,Noctuidae,Diarsia rubi,Diarsia rubi,Diarsia rubi,"(Vieweg, 1790)",12,16,N
6603,Species,Noctuidae,Diarsia florida,Diarsia florida,Diarsia florida,"(Schmidt, 1859)",15,17,N
6606,Species,Noctuidae,Cerastis rubricosa,Cerastis rubricosa,Cerastis rubricosa,"([Denis & Schiffermüller], 1775)",14,17,N
6608,Species,Noctuidae,Cerastis leucographa,Cerastis leucographa,Cerastis leucographa,"([Denis & Schiffermüller], 1775)",14,16,N
6611,Species,Noctuidae,Lycophotia porphyrea,Lycophotia porphyrea,Lycophotia porphyrea,"([Denis & Schiffermüller], 1775)",12,15,N
6615,Species,Noctuidae,Rhyacia simulans,Rhyacia simulans,Rhyacia simulans,"(Hufnagel, 1766)",17,21,N
6617,Species,Noctuidae,Rhyacia lucipeta,Rhyacia lucipeta,Rhyacia lucipeta,"([Denis & Schiffermüller], 1775)",23,29,N
6620,Species,Noctuidae,Standfussiana lucernea,Standfussiana lucernea,Standfussiana lucernea,"(Linnaeus, 1758)",17,21,N
6623,Species,Noctuidae,Noctua pronuba,Noctua pronuba,Noctua pronuba,"(Linnaeus, 1758)",21,26,N
6625,Species,Noctuidae,Noctua fimbriata,Noctua fimbriata,Noctua fimbriata,"(Schreber, 1759)",22,27,N
6628,Species,Noctuidae,Noctua orbona,Noctua orbona,Noctua orbona,"(Hufnagel, 1766)",17,20,N
6631,Species,Noctuidae,Noctua comes,Noctua comes,Noctua comes,"Hübner, [1813]",16,21,N
6634,Subspecies,Noctuidae,Noctua interjecta interjecta,Noctua interjecta,Noctua interjecta,"Hübner, [1803]",14,17,N
6635,Subspecies,Noctuidae,Noctua interjecta caliginosa,Noctua interjecta,Noctua interjecta,"(Schawerda, 1919)",14,17,N
6637,Species,Noctuidae,Noctua janthina,Noctua janthina,Noctua janthina,"[Denis & Schiffermüller], 1775",16,18,N
6639,Species,Noctuidae,Noctua janthe,Noctua janthe,Noctua janthe,"(Borkhausen, 1792)",16,20,N
6643,Species,Noctuidae,Spaelotis ravida,Spaelotis ravida,Spaelotis ravida,"([Denis & Schiffermüller], 1775)",18,22,N
6647,Species,Noctuidae,Eurois occulta,Eurois occulta,Eurois occulta,"(Linnaeus, 1758)",24,27,N
6650,Species,Noctuidae,Graphiphora augur,Graphiphora augur,Graphiphora augur,"(Fabricius, 1775)",18,21,N
6653,Species,Noctuidae,Anaplectoides prasina,Anaplectoides prasina,Anaplectoides prasina,"([Denis & Schiffermüller], 1775)",20,25,N
6657,Species,Noctuidae,Xestia baja,Xestia baja,Xestia baja,"([Denis & Schiffermüller], 1775)",17,21,N
6659,Species,Noctuidae,Xestia stigmatica,Xestia stigmatica,Xestia stigmatica,"(Hübner, [1813])",17,20,N
6662,Species,Noctuidae,Xestia castanea,Xestia castanea,Xestia castanea,"(Esper, 1798)",16,18,N
6664,Subspecies,Noctuidae,Xestia agathina agathina,Xestia agathina,Xestia agathina,"(Duponchel, 1827)",14,16,N
6666,Subspecies,Noctuidae,Xestia agathina hebridicola,Xestia agathina,Xestia agathina,"(Staudinger, 1901)",14,16,N
6667,Species,Noctuidae,Xestia xanthographa,Xestia xanthographa,Xestia xanthographa,"([Denis & Schiffermüller], 1775)",14,17,N
6669,Species,Noctuidae,Xestia sexstrigata,Xestia sexstrigata,Xestia sexstrigata,"(Haworth, 1809)",15,17,N
6673,Species,Noctuidae,Xestia c-nigrum,Xestia c-nigrum,Xestia c-nigrum,"(Linnaeus, 1758)",14,19,N
6675,Species,Noctuidae,Xestia ditrapezium,Xestia ditrapezium,Xestia ditrapezium,"([Denis & Schiffermüller], 1775)",17,19,N
6677,Species,Noctuidae,Xestia triangulum,Xestia triangulum,Xestia triangulum,"(Hufnagel, 1766)",17,19,N
6680,Species,Noctuidae,Xestia ashworthii,Xestia ashworthii,Xestia ashworthii,"(Doubleday, 1855)",16,20,N
6683,Subspecies,Noctuidae,Xestia alpicola alpicola,Xestia alpicola,Xestia alpicola,"(Zetterstedt, 1839)",15,17,N
6686,Subspecies,Noctuidae,Xestia alpicola alpina,Xestia alpicola,Xestia alpicola,"(Humphreys & Westwood, 1843)",15,17,N
6689,Species,Noctuidae,Coenophila subrosea,Coenophila subrosea,Coenophila subrosea,"(Stephens, 1829)",17,22,N
6693,Species,Noctuidae,Eugnorisma glareosa,Eugnorisma glareosa,Eugnorisma glareosa,"(Esper, 1788)",15,16,N
6696,Species,Noctuidae,Eugnorisma depuncta,Eugnorisma depuncta,Eugnorisma depuncta,"(Linnaeus, 1761)",16,20,N
6699,Species,Noctuidae,Protolampra sobrina,Protolampra sobrina,Protolampra sobrina,"(Duponchel, [1843])",14,17,N
6702,Species,Noctuidae,Naenia typica,Naenia typica,Naenia typica,"(Linnaeus, 1758)",17,22,N
6708,Species,Nolidae,Meganola strigula,Meganola strigula,Meganola strigula,"([Denis & Schiffermüller], 1775)",9,11,N
6710,Species,Nolidae,Meganola albula,Meganola albula,Meganola albula,"([Denis & Schiffermüller], 1775)",10,11,N
6714,Species,Nolidae,Nola cucullatella,Nola cucullatella,Nola cucullatella,"(Linnaeus, 1758)",8,10,N
6716,Species,Nolidae,Nola confusalis,Nola confusalis,Nola confusalis,"(Herrich-Schäffer, 1847)",9,11,N
6719,Species,Nolidae,Nola aerugula,Nola aerugula,Nola aerugula,"(Hübner, 1793)",8,9,N
6723,Species,Nolidae,Nola chlamitulalis,Nola chlamitulalis,Nola chlamitulalis,"(Hübner, [1813])",7,10,N
6729,Species,Nolidae,Bena bicolorana,Bena bicolorana,Bena bicolorana,"(Fuessly, 1775)",19,23,N
6734,Subspecies,Nolidae,Pseudoips prasinana prasinana,Pseudoips prasinana,Pseudoips prasinana,"(Linnaeus, 1758)",16,19,N
6736,Subspecies,Nolidae,Pseudoips prasinana britannica,Pseudoips prasinana,Pseudoips prasinana,"(Warren, 1913)",16,19,N
6740,Species,Nolidae,Nycteola revayana,Nycteola revayana,Nycteola revayana,"(Scopoli, 1772)",11,13,N
6743,Species,Nolidae,Nycteola asiatica,Nycteola asiatica,Nycteola asiatica,"(Krulikovsky, 1904)",11,13,N
6746,Species,Nolidae,Earias clorana,Earias clorana,Earias clorana,"(Linnaeus, 1761)",10,12,N
6749,Species,Nolidae,Earias insulana,Earias insulana,Earias insulana,"(Boisduval, 1833)",10,12,N
6750,Species,Nolidae,Earias biplaga,Earias biplaga,Earias biplaga,"(Walker, 1866)",11,12,N
6751,Species,Nolidae,Earias vittella,Earias vittella,Earias vittella,"(Fabricius, 1775)",10,12,N
5000,Species,Tortricidae,Agapeta hamana,Agapeta hamana,Agapeta hamana,NA,8,12,Y
5001,Species,Psychidae,Narycia duplicella,Narycia duplicella,Narycia duplicella,NA,4,6,Y
5002,Species,Yponomeutidae,Yponomeuta evonymella,Yponomeuta evonymella,Yponomeuta evonymella,NA,9.5,12.5,Y
5006,Species,Plutellidae,Plutella xylostella,Plutella xylostella,Plutella xylostella,NA,6,8.5,Y
6071.1,Aggregate,Noctuidae,Mesapamea secalis/didyma,Mesapamea secalis/didyma,Mesapamea secalis/didyma,NA,11,16,N
